keywords,year,_description,_title,_artists,_material,_dimensions,_inventory_number,_realyear,id
",svensk,man",1880,,"Solskensstudie från Chantilly. I samma ram som NM 2217","Georg Arsenius","Olja på trä","Mått 17,5 x 41 cm","NM 2216",1884,19276
",svensk,man",1880,,"Solskensstudie från Chantilly. I samma ram som NM 2216","Georg Arsenius","Olja på duk","Mått 18 x 41 cm","NM 2217",1885,19277
"Landskap,finsk,man",1880,,"Från mitt fönster i Cannes","Albert Edelfelt","Olja på duk","Mått 65 x 44 cm","NM 2218",1891,19278
"Scen,italiensk",1600,,Bataljscen,Okänd,"Olja på duk","Mått 41 x 37 cm","NM 222",1600,17172
"Landskap,svensk,man",1880,,Majnatt,"Eugène Jansson","Olja på duk","Mått 115 x 83,5 cm","NM 2221",1895,19281
"Scen,svensk,man",1880,,Byskvaller,"Ernst Josephson","Olja på duk","Mått 97,5 x 130 cm","NM 2222",1886,19282
"Djur,svensk,man",1880,,"Rödstjärtar och fjäril. En av fem djurstudier i samma ram, NM 2223-2227","Bruno Liljefors","Olja på trä","Mått 26,5 x 17 cm","NM 2223",1885,19283
"Djur,svensk,man",1880,,"Bofinkar och trollsländor. En av fem djurstudier i samma ram, NM 2223-2227","Bruno Liljefors","Olja på trä","Mått 33 x 25,5 cm","NM 2224",1885,19284
"Djur,svensk,man",1880,,"Katt och bofink. En av fem djurstudier i samma ram, NM 2223-2227","Bruno Liljefors","Olja på trä","Mått 35 x 26,5 cm","NM 2225",1885,19285
"Djur,svensk,man",1880,,"Sparvar i körsbärsträdet. En av fem djurstudier i samma ram, NM 2223-2227","Bruno Liljefors","Olja på trä","Mått 33 x 25 cm","NM 2226",1885,19286
"Djur,svensk,man",1880,,"Katt med fågelunge i mun. En av fem djurstudier i samma ram, NM 2223-2227","Bruno Liljefors","Olja på trä","Mått 26,5 x 16,5 cm","NM 2227",1885,19287
",svensk,man",1880,,Blomsterplockerskan,"Hugo Salmson","Olja på trä","Mått 32 x 40 cm","NM 2234",1882,19294
"Landskap,svensk,man",1860,,Strandparti,"Alfred Wahlberg","Olja på duk","Mått 24 x 35 cm","NM 2236",1872,19296
"Religion/Mytologi,italiensk,okänd",1600,,"St Sebastian","Okänd (Konstnär), Okänd (Konstnär)","Olja på koppar","Mått 22 x 14 cm","NM 224",1600,17174
"Porträtt,svensk,man",1800,,"Konstnärens syster Wilhelmina","Per Krafft d.y.","Olja på duk","Mått 59,5 x 49,5 cm","NM 2244",1806,19304
"Religion/Mytologi,fransk,man",1840,"Intresset för den muslimska världen framträder på olika sätt hos Delacroix. I en rad målningar hämtade han motiv från den italienska renässansdiktaren Torquato Tassos berömda verk Det befriade Jerusalem från 1581 – en berättelse om de medeltida korsriddarnas kamp mot de muslimska Saracenerna. I Tassos berättelse är Erminia en syrisk prinsessa som förälskat sig i den kristne riddaren Tancred. Målningen visar en scen där hon förklädd till riddare söker efter sin älskade som sårats i striden. Erminia träffar här några herdar som skräms av hennes krigiska gestalt.","Erminia hos herdarna","Eugène Delacroix","Olja på duk","Mått 82 x 104,5 cm","NM 2246",1859,19306
"Landskap,dansk,man",1900,"Vilhelm Hammershøis landskap är ofta, som här, folktomma. Istället är utsikterna koncentrerade till några få framträdande element – fältens mjuka former som går igen i de rundade kullarna och de lummiga träddungarna. Tillsammans med sommarhimlens vita moln ger landskapet en känsla av en gränslös, böljande rytm. 1905 målade Hammershøi en svit landskap från trakten av Lejre på Själland i Danmark, där denna målning ingick.","Landskap. Från Lejre","Vilhelm Hammershøi","Olja på duk","Mått 41 x 68 cm","NM 2248",1905,19308
"Barn,svensk,man",1760,"Porträttet föreställer möjligen Gustav III:s yngre syskon Fredrik Adolf och Sofia Albertina. Verket är ofullbordat och detaljerna är utarbetade i olika grad. Här finns en lätthet och uppsluppenhet som minner om verk av exempelvis Nicolas Lancret. Inspiration till det centrala dansparet kan också ha hämtats från Lancrets målning La Camargo Danse, i dag i National Gallery, Washington. Marie-Anne Cupis de Camargo var stjärna vid Operabaletten i Paris.","Dansande barn","Lorens Pasch d.y.","Olja på duk","Mått 171 x 127 cm","NM 2253",1765,19313
"Scen,svensk,man",1840,"Egron Lundgren besökte Neapel 1842. Året efter målade han Neapolitanska fruktförsäljare. Han betraktande målningen som ett experiment för att öva sig i figurmålning utan att behöva koncentrera sig på fonden, som han nästan har låtit flyta ihop till en enda ljus massa. Som ett lyckligt resultat av denna övning blev målningen enligt honom själv ”italienskt grandios”.","Neapolitanska fruktförsäljare","Egron Lundgren","Olja på duk","Mått 99 x 136,5 cm","NM 2255",1843,19315
"Stadsbild,dansk,man",1820,,"Utsikt från Kalkbränneriet i Köpenhamn","Christoffer Wilhelm Eckersberg","Olja på duk","Mått 22 x 32 cm","NM 2261",1825,19321
"Självporträtt,svensk,kvinna",1860,"Amanda Sidvall var en av de första 18 eleverna på ”Fruntimmersafdelningen” när Konstakademien 1864 formellt öppnade sina dörrar för kvinnor. 1874 reste hon till Paris för att fortsätta sina studier på Académie Julian. Sidvall fick fina recensioner under sin livstid och blev en etablerad konstnär. På Salongen i Paris 1877 såldes två av hennes målningar till franska staten. Detta självporträtt i hatt med blå sidenrosett utförde hon under studietiden vid akademien i Stockholm.",Självporträtt,"Amanda Sidvall","Olja på duk","Mått 64 x 53,5 cm","NM 2262",1868,19322
"Religion/Mytologi,svensk,man",1760,,"Johannes Döparens predikan","Elias Martin","Olja på duk","Mått 210 x 183 cm","NM 2264",1768,19324
"Landskap,svensk,man",1760,,"Engelskt landskap från Mistley Hall, Essex","Elias Martin","Olja på duk","Mått 102 x 127 cm","NM 2265",1772,19325
"Landskap,svensk,man",1760,,"Landskap med bondfolk och boskap","Elias Martin","Olja på duk","Mått 60 x 73 cm","NM 2266",1768,19326
"Landskap,svensk,man",1900,,"Klockargården på Tyresö","Richard Bergh","Olja på duk","Mått 99 x 85 cm","NM 2284",1911,19344
"Landskap,svensk,man",1900,,"Kor på stranden","Nils Kreuger","Olja på duk","Mått 100 x 165 cm","NM 2287",1909,19347
"Scen,svensk,kvinna",1880,,"Vid flygeln","Hanna Pauli","Olja på duk","Mått 38 x 46 cm","NM 2293",1892,19353
"Barn,italiensk",1600,,"Naken gosse",Okänd,"Olja på duk","Mått 56 x 28 cm","NM 230",1600,17180
"Religion/Mytologi,italiensk,man,italiensk",1600,"Se beskrivning i den engelska versionen.","Lazarus uppväckelse","Ippolito Scarsella (Konstnär), Okänd (Tidigare attribution)","Olja på duk","Mått 39 x 50 cm","NM 231",1600,17181
"Djur,italiensk",1700,,"Två duvor på ett tak",Okänd,"Olja på duk","Mått 45 x 45 cm","NM 232",1700,17182
"Djur,fransk,man",1900,,"Komposition med häst och figurer (""Changement de résidence"")","Paul Gauguin","Olja på duk","Mått 28 x 45,5 cm","NM 2322",1902,19383
"Stilleben,italiensk,man,holländsk",1680,,Blomsterstycke,"Andrea Scacciati (Konstnär), Monogrammisten A.S.C. (Tidigare attribution)","Olja på duk","Mått 72 x 58 cm","NM 2326",1699,19387
"Porträtt,svensk,man",1760,"Prinsessan Sofia Albertina var fortfarande tonåring när detta porträtt målades. En antydan till en hermelinkant är det enda som påminner betraktaren om att detta är en furstinna. Hon håller en maskeradmask och är på väg att lyfta handen till hälsning. Den charmfulla målningen är ofullbordad. Genom att Lorens Pasch har låtit oljemålningen likna en pastell, har han gett den utpräglad rokokokaraktär.","Sofia Albertina, prinsessa av Sverige","Lorens Pasch d.y.","Olja på duk","Mått 67 x 52,5 cm","NM 2338",1766,19399
"Porträtt,svensk,man",1780,"William Withering var en brittisk läkare, botaniker och mineralog. Han var den förste som vetenskapligt beskrev hur växten digitalis kan användas för att behandla hjärtsjukdomar. Dessutom upptäckte han en mineral, bariumkarbonat, som fick namn efter honom: witherit. Konstnären Carl Fredrik von Breda verkade i London på 1790-talet. Han fick bland annat i uppdrag att porträttera medlemmar ur sällskapet Lunar Society, där Withering var medlem.","Den engelske läkaren William Withering","Carl Fredrik von Breda","Olja på duk","Mått 125 x 101 cm","NM 2339",1792,19400
"Porträtt,svensk,man",1760,,Porträttgrupp,"Georg Desmarées","Olja på duk","Mått 173 x 144 cm","NM 2341",1767,19402
"Barn,svensk,man",1880,,Pontus,"Carl Larsson","Olja på duk","Mått 125 x 100 cm","NM 2343",1890,19404
"Scen,norsk,man",1900,,"Man över bord","Christian Krohg","Olja på duk","Mått 120 x 140 cm","NM 2344",1906,19405
"Porträtt,dansk,man",1820,"Købke hade en sällsam förmåga att fånga modellernas personlighet helt utan idealisering. Detta påminns man om i porträttet av kusinens hustru Adolphine Emilie Petersen, målat 1833. En elegant detalj är spetsen i axelpartiet, lagd i en svag men effektfull relief. Konstnären försökte vid denna tid etablera sig som porträttmålare, men framgången uteblev. Hans släktingar dominerade som beställare och var ovilliga att betala.","Adolphine Emelie Petersen, f. de Roepstorff, överauditör Th. Petersens hustru","Christen Købke","Olja på duk","Mått 40 x 31 cm","NM 2345",1833,19406
"Porträtt,svensk,man",1760,"När Gustav III återinförde enväldet genom en statskupp 1772 gjorde han det klädd som Karl XII. På porträttet ser vi dräkten som han själv hade formgivit för att påminna om den odekorerade karolineruniformen. Den var dock allt annat än enkel -  svarta sidenbyxor och Serafimerorden. Den vita armbindeln var kuppmakarnas igenkänningstecken. På bordet skymtar den nya författningen, som satte punkt för frihetstiden.","Gustav III, kung av Sverige","Lorens Pasch d.y.","Olja på duk","Mått 155 x 114 cm","NM 2346",1777,19407
"Stilleben,flamländsk,man",1620,"Se även beskrivning i den engelska versionen","Stilleben med frukter och druvätande markatta","Adriaen van Utrecht","Olja på trä","Mått 99 x 144 cm","NM 2349",1635,19410
"Religion/Mytologi,flamländsk,okänd",1600,,"Den heliga familjen med Johannesbarnet",Okänd,"Olja på koppar
Åttkantig","Mått 17 x 12 cm","NM 236",1600,17186
"Djur,svensk,man",1880,"Av signaturen framgår att platsen där motivet tillkommit är Ärentuna, strax norr om Uppsala. Där bodde Liljefors i en stuga vintern 1883–84. Det året var det gott om orre på de sanka ängarna, och duvhöken – då vanligt förekommande – hade riklig tillgång på byte. Liljefors sköt själv den unghök som han sedan utnyttjade som modell, liksom orrarna. Han gillrade upp fåglarna i skogen och målade allt utomhus. Gråvit färg pålagd tunt med halvtorr pensel förmedlar intrycket av vinterkyla och snö som yr vid hökens plötsliga attack.    ","Duvhök och orrar","Bruno Liljefors","Olja på duk","Mått 143 x 203 cm","NM 2362",1884,19423
"Porträtt,svensk,man,fransk,man",1740,,"Greve Carl Gustaf Tessin","Lorens Pasch d.ä. (Konstnär), Louis Tocqué (Kopia efter)","Olja på duk","Mått 80 x 65 cm","NM 2364",1741,19425
"Landskap,norsk,man",1860,,"Från Nordland","Peder Balke","Olja på duk uppklistrad på masonit","Mått 61 x 72 cm","NM 2365",1860,19426
"Religion/Mytologi,italiensk,man",1480,"Med brinnande iver försökte Hieronymus göra bot för sina synder, som enligt den kristna uppfattningen fanns i hjärtat. Därför slår han sig på bröstet med en sten. Omkring år 400 levde han som eremit i den syriska öknen i sällskap av ett lejon som han tämjt genom att dra ut en tagg ur dess tass. Hieronymus är mest känd för sin latinska översättning av Bibeln. I bakgrunden syns även helgonen Antonius Eremiten och Augustinus med Jesusbarnet.","Den helige Hieronymus botgöring","Jacopo del Sellaio","Olja och tempera på trä","Mått 66,5 x 91,5 cm","NM 2366",1480,19427
"Porträtt,svensk,man",1740,"Roslins porträtt av en ung vacker kvinna med mörka ögon och runt ansikte är en uppvisning i rokokons färgskala i blekt rosa och silvergrått, liksom den taktil penselskrift påminnande om pastellmåleri. Konstnären har virtuost fixerat glansdagrar och ljuspunkter i den laxfärgade klänningen besatt med silverspetsar. Modellens identitet har inte gått att fastställa. Någon baronessa med namnet de Neubourg-Cromière existerade inte i dåtidens Paris.","Okänd kvinna, kallad baronessan de Neubourg-Cromière","Alexander Roslin","Olja på duk","Mått 91 x 74 cm","NM 2367",1756,19428
"Porträtt,svensk,man",1880,,"Min salig hustru","Carl Larsson","Olja på trä","Mått 78,5 x 38,5 cm","NM 2377",1884,19438
"Porträtt,svensk,man",1880,,"Min salig man","Carl Larsson","Olja på trä","Mått 78 x 38,5 cm","NM 2378",1884,19439
"Porträtt,svensk,man",1820,,"Beata Bendix, f. van Reis","Carl Peter Mazér","Olja på duk","Mått 62 x 52 cm","NM 2387",1836,19448
"Porträtt,fransk,man",1740,"Carl Gustaf Tessin är framställd i harnesk trots att han aldrig var officer. Porträttet ska därför tolkas symboliskt, som en bild av Tessins heroiska insatser för att rädda Sverige i det då pågående kriget mot Ryssland. Han hade i Paris förhandlat fram en biståndspakt med Frankrike för att stärka hemlandet politiskt och militärt. Kanske ville Tessin på detta sätt lansera sig som Sveriges starke man. Han blev också statsminister sex år senare.","Carl Gustaf Tessin, greve och statsman","Louis Tocqué","Olja på duk","Mått 80,5 x 64,5 cm","NM 2388",1741,19449
",dansk,man",1820,,"Parti från Thybergs gård vid Dronningens Tværgade. Vinterstudie","Jørgen Roed","Olja på papp monterad på pannå","Mått 33 x 25 cm","NM 2394",1833,19455
"Porträtt,svensk,man",1880,,"Konstnärens hustru","Karl Nordström","Olja på duk","Mått 56 x 50 cm","NM 2395",1898,19456
"Djur,svensk,man",1920,,"Hoppande hund","Carl Wilhelmson","Olja på duk","Mått 115,5 x 78 cm","NM 2396",1920,19457
"Porträtt,svensk,man",1880,"Ernst Josephson reste 1881 till Spanien i sällskap med målarna Anders Zorn, Hugo Birger och Christian Skredvig. Målet var att se de stora spanska mästarnas konst på museerna och att skildra det spanska folklivet. Ernst Josephsons Spanska smeder tillkom i den av romer dominerade stadsdelen Triana i Sevilla. Konstnären har själv berättat hur smederna frågat honom om han inte kunde porträttera dem stående utanför smedjan. En senare version av målningen finns i Nasjonalgalleriet i Oslo.","Spanska smeder","Ernst Josephson","Olja på duk","Mått 124 x 103,5 cm","NM 2398",1881,19459
"Porträtt,svensk,man",1900,,"Grosshandlare Julius Caspar","Richard Bergh","Olja på duk","Mått 105 x 95 cm","NM 2401",1904,19462
",svensk,man",1760,,"Gustaviansk interiör med kortspelande sällskap","Pehr Hilleström d.ä.","Olja på duk","Mått 60,5 x 145,5 cm","NM 2403",1779,19464
",svensk,man",1760,,"Gustaviansk interiör med musicerande sällskap","Pehr Hilleström d.ä.","Olja på duk","Mått 56 x 144,5 cm","NM 2404",1779,19465
"Djur,svensk,man",1880,,"Ung herde med fårahjord","Carl Trägårdh","Olja på duk","Mått 171 x 242 cm","NM 2407",1895,19468
"Landskap,svensk,man",1880,,Landskap,"Olof Sager-Nelson","Olja på duk","Mått 40 x 31 cm","NM 2408",1891,19469
",tysk,man",1840,,"Rokoko. Skiss","Ludwig von Hagn","Olja på duk","Mått 19 x 25 cm","NM 2410",1854,19471
"Djur,svensk,man",1880,,"Stövare och räv","Bruno Liljefors","Olja på duk","Mått 148 x 119 cm","NM 2423",1885,19484
"Barn,svensk,man",1740,"Barnen är porträtterade på ett sätt som liknar samtidens vuxna. Den äldre flickan har klänning med snäv korsett, typisk för modet vid 1700-talets mitt. Hennes högra hand är handskklädd och vilar på en solfjäder, medan den vänstra stödjer sig på den yngre systerns axel. Flickorna utstrålar förfining och självsäkerhet, men även nyfikenhet och en ömsesidig ömhet. Per Krafft d. ä. var bl.a. verksam i Danmark, där detta porträtt är utfört.","Birgethe Dorthe och Kirstne Margarethe Colstrup","Per Krafft d.ä.","Olja på duk","Mått 62 x 78,5 cm","NM 2424",1754,19485
